BN_atlas,thickness_layer1,thickness_layer2,thickness_layer3,thickness_layer4,thickness_layer5,thickness_layer6,total_thickness,percentage_layer1,percentage_layer2,percentage_layer3,percentage_layer4,percentage_layer5,percentage_layer6
0.0,0.1873996042086765,0.18847398732104836,0.3026154866004859,0.09285728963563356,0.21705027207117583,0.3296016961355599,1.3114599619337188,,,,0.09605124638414766,,
1.0,0.32630839121979965,0.22560860076605777,0.7716992357100766,0.12517579966411316,0.681056635061874,0.6420700913376547,2.770932651738362,0.12091546437006456,0.08398767750325561,0.27922076263662315,0.04535581329484914,0.24197424768749218,0.22816599713996655
2.0,0.32630839121979965,0.22560860076605777,0.7716992357100766,0.12517579966411316,0.681056635061874,0.6420700913376547,2.770932651738362,0.12091546437006456,0.08398767750325561,0.27922076263662315,0.04535581329484914,0.24197424768749218,0.22816599713996655
3.0,0.31426195369500215,0.2472732024775737,0.816020163178129,0.14632703007261852,0.6765547689021786,0.6411076070055532,2.841765574540794,0.11218114731552119,0.08838546048590415,0.2877572692049678,0.051985916147413956,0.23496825232390214,0.22366269223251595
4.0,0.31426195369500215,0.2472732024775737,0.816020163178129,0.14632703007261852,0.6765547689021786,0.6411076070055532,2.841765574540794,0.11218114731552119,0.08838546048590415,0.2877572692049678,0.051985916147413956,0.23496825232390214,0.22366269223251595
5.0,0.31006536242356864,0.21706389883268482,0.7581768827126181,0.16681817898832685,0.6309131211784326,0.6600531856586992,2.7402422234574764,0.11388298402136375,0.07969427408300594,0.2762578053820472,0.061254652683620084,0.22878813271950746,0.24068869420047043
6.0,0.31006536242356864,0.21706389883268482,0.7581768827126181,0.16681817898832685,0.6309131211784326,0.6600531856586992,2.7402422234574764,0.11388298402136375,0.07969427408300594,0.2762578053820472,0.061254652683620084,0.22878813271950746,0.24068869420047043
7.0,0.3053027551948052,0.23504566493506493,0.8352409571428572,0.13975803766233766,0.7383924931818182,0.6993180811688312,2.942632136363636,0.10588641772423374,0.08123438068114262,0.2831208976241794,0.04755623761627532,0.24802375579766883,0.23573050202968399
8.0,0.3053027551948052,0.23504566493506493,0.8352409571428572,0.13975803766233766,0.7383924931818182,0.6993180811688312,2.942632136363636,0.10588641772423374,0.08123438068114262,0.2831208976241794,0.04755623761627532,0.24802375579766883,0.23573050202968399
9.0,0.28534213144810444,0.21817427594779368,0.700382547545059,0.14534865699192046,0.5642608135487881,0.5991456482287135,2.506045270354257,0.11746579424400426,0.08928345349827185,0.27965124161728505,0.058831821494441244,0.22105545891802153,0.2358623073526191
10.0,0.28534213144810444,0.21817427594779368,0.700382547545059,0.14534865699192046,0.5642608135487881,0.5991456482287135,2.506045270354257,0.11746579424400426,0.08928345349827185,0.27965124161728505,0.058831821494441244,0.22105545891802153,0.2358623073526191
11.0,0.3415962768092974,0.23338538721605917,0.7674043264659272,0.1380366207078711,0.6706228975171685,0.649345910195457,2.8039525990491283,0.1250530889933143,0.08504924322983606,0.2736974429445399,0.049073777892309926,0.23569206662600445,0.22895558731188498
12.0,0.3415962768092974,0.23338538721605917,0.7674043264659272,0.1380366207078711,0.6706228975171685,0.649345910195457,2.8039525990491283,0.1250530889933143,0.08504924322983606,0.2736974429445399,0.049073777892309926,0.23569206662600445,0.22895558731188498
13.0,0.27830535630926334,0.21649360922684172,0.6313492461342086,0.19329408827498176,0.49726393982494527,0.5804213603209336,2.376529006199854,0.11845876048321277,0.09298109430567238,0.2631815819916722,0.08414119253460235,0.20510567934826332,0.2428271171262179
14.0,0.27830535630926334,0.21649360922684172,0.6313492461342086,0.19329408827498176,0.49726393982494527,0.5804213603209336,2.376529006199854,0.11845876048321277,0.09298109430567238,0.2631815819916722,0.08414119253460235,0.20510567934826332,0.2428271171262179
15.0,0.299360870472441,0.23422660157480316,0.7635950901574804,0.16613377153543307,0.5842826303149606,0.6351044677165354,2.6912702322834647,0.1131251693484203,0.08769856550027354,0.2833459487855681,0.061472594641105445,0.21577281086528077,0.23455484469648516
16.0,0.299360870472441,0.23422660157480316,0.7635950901574804,0.16613377153543307,0.5842826303149606,0.6351044677165354,2.6912702322834647,0.1131251693484203,0.08769856550027354,0.2833459487855681,0.061472594641105445,0.21577281086528077,0.23455484469648516
17.0,0.30115538000000003,0.2349910251115619,0.7669941821501014,0.18433480187829615,0.6396759160243407,0.627285399188641,2.7621536227180528,0.11045767698226389,0.08628659700408106,0.27913892764301695,0.06613146592727945,0.22881359334479195,0.22441801141462162
18.0,0.30115538000000003,0.2349910251115619,0.7669941821501014,0.18433480187829615,0.6396759160243407,0.627285399188641,2.7621536227180528,0.11045767698226389,0.08628659700408106,0.27913892764301695,0.06613146592727945,0.22881359334479195,0.22441801141462162
19.0,0.2779226067586207,0.2039526003678161,0.660449891862069,0.18984316912643676,0.5363094252873563,0.6067147981609194,2.4632472275862067,0.11354325376500292,0.08419813099997259,0.2667611737141557,0.07883913315092249,0.21665214352903686,0.2436036205997789
20.0,0.2779226067586207,0.2039526003678161,0.660449891862069,0.18984316912643676,0.5363094252873563,0.6067147981609194,2.4632472275862067,0.11354325376500292,0.08419813099997259,0.2667611737141557,0.07883913315092249,0.21665214352903686,0.2436036205997789
21.0,0.2729212957799548,0.22506095146948002,0.7311343843255463,0.166015684853052,0.5611842535795026,0.6052841394122079,2.5764142765636775,0.10698923025076904,0.08803118932843068,0.283183943499975,0.06440915667563307,0.21645697674818695,0.23407762203339263
22.0,0.2729212957799548,0.22506095146948002,0.7311343843255463,0.166015684853052,0.5611842535795026,0.6052841394122079,2.5764142765636775,0.10698923025076904,0.08803118932843068,0.283183943499975,0.06440915667563307,0.21645697674818695,0.23407762203339263
23.0,0.31541559757990867,0.23561683219178084,0.7773343908675799,0.16997432515981736,0.6408646214611873,0.6250552858447488,2.7772130639269403,0.11511968624235158,0.08616810683695635,0.2807273779907367,0.06096886163344893,0.22811597219549978,0.22301121751593303
24.0,0.31541559757990867,0.23561683219178084,0.7773343908675799,0.16997432515981736,0.6408646214611873,0.6250552858447488,2.7772130639269403,0.11511968624235158,0.08616810683695635,0.2807273779907367,0.06096886163344893,0.22811597219549978,0.22301121751593303
25.0,0.2825545402230483,0.23995111598513008,0.8664164408921933,0.14821438773234202,0.7079722797769517,0.7142687765799256,2.9485515985130113,0.097398800456427,0.08384748232475514,0.29532007460296783,0.05170131598318614,0.2355697518840268,0.23909676626692866
26.0,0.2825545402230483,0.23995111598513008,0.8664164408921933,0.14821438773234202,0.7079722797769517,0.7142687765799256,2.9485515985130113,0.097398800456427,0.08384748232475514,0.29532007460296783,0.05170131598318614,0.2355697518840268,0.23909676626692866
27.0,0.2623261843733613,0.18134732024121655,0.6673628264289461,0.22300867482957526,0.5418851442055586,0.5654122333508128,2.435715663345569,0.10939353415341141,0.07550235458052139,0.27258351506430195,0.09394684380538873,0.22047965642734732,0.2290051834655165
28.0,0.2623261843733613,0.18134732024121655,0.6673628264289461,0.22300867482957526,0.5418851442055586,0.5654122333508128,2.435715663345569,0.10939353415341141,0.07550235458052139,0.27258351506430195,0.09394684380538873,0.22047965642734732,0.2290051834655165
29.0,0.29538674463519315,0.2150305048283262,0.752012965665236,0.19252675278969955,0.6321179774678112,0.6658723658798282,2.7653087339055795,0.10788063683959485,0.07779160233794216,0.2721715644909243,0.06894084831602965,0.22797835378111475,0.23972800322155075
30.0,0.29538674463519315,0.2150305048283262,0.752012965665236,0.19252675278969955,0.6321179774678112,0.6658723658798282,2.7653087339055795,0.10788063683959485,0.07779160233794216,0.2721715644909243,0.06894084831602965,0.22797835378111475,0.23972800322155075
31.0,0.2932183173836699,0.2276348419666374,0.7921499253731343,0.18263175039508342,0.6084947164179104,0.6254123582089552,2.726640131694469,0.10855218573501353,0.08380424577180892,0.2909052583008531,0.06688050217185747,0.22211950263895053,0.22777221292086622
32.0,0.2932183173836699,0.2276348419666374,0.7921499253731343,0.18263175039508342,0.6084947164179104,0.6254123582089552,2.726640131694469,0.10855218573501353,0.08380424577180892,0.2909052583008531,0.06688050217185747,0.22211950263895053,0.22777221292086622
33.0,0.3140372660996355,0.2157753560145808,0.7828080012150669,0.1883005290400972,0.5683333438639125,0.6078055880923451,2.684725394896719,0.11829016927301837,0.08095726743456783,0.2921259337047477,0.06973234894076805,0.21056655825951837,0.22513568084367372
34.0,0.3140372660996355,0.2157753560145808,0.7828080012150669,0.1883005290400972,0.5683333438639125,0.6078055880923451,2.684725394896719,0.11829016927301837,0.08095726743456783,0.2921259337047477,0.06973234894076805,0.21056655825951837,0.22513568084367372
35.0,0.2697275984481086,0.21257388215324927,0.689450351600388,0.1669754429728419,0.5734440203685742,0.629465287099903,2.545646139670223,0.10687261811068571,0.08430204803748555,0.26906723753231,0.06516232139992957,0.22511889705887864,0.2471660791977597
36.0,0.2697275984481086,0.21257388215324927,0.689450351600388,0.1669754429728419,0.5734440203685742,0.629465287099903,2.545646139670223,0.10687261811068571,0.08430204803748555,0.26906723753231,0.06516232139992957,0.22511889705887864,0.2471660791977597
37.0,0.3132510021603456,0.22469224387902065,0.7760743619779165,0.17352898041286605,0.6438994191070572,0.6758324599135862,2.801587450792127,0.11366606562529377,0.08061629525958676,0.27670164513915196,0.06106382278475827,0.22897694746191977,0.24013883400955938
38.0,0.3132510021603456,0.22469224387902065,0.7760743619779165,0.17352898041286605,0.6438994191070572,0.6758324599135862,2.801587450792127,0.11366606562529377,0.08061629525958676,0.27670164513915196,0.06106382278475827,0.22897694746191977,0.24013883400955938
39.0,0.3332424205128205,0.24984824487179488,0.8484448076923078,0.20941423935897435,0.7560003282051282,0.7394985064102565,3.1235327820512824,0.1096893864376392,0.08071839971785522,0.2730913620120903,0.06675358442128627,0.23776656779999983,0.23410770403212092
40.0,0.3332424205128205,0.24984824487179488,0.8484448076923078,0.20941423935897435,0.7560003282051282,0.7394985064102565,3.1235327820512824,0.1096893864376392,0.08071839971785522,0.2730913620120903,0.06675358442128627,0.23776656779999983,0.23410770403212092
41.0,0.2859030624661979,0.22208981936181718,0.6516148253109789,0.18354768139534886,0.5153146381828015,0.5383834256354786,2.3858329150892374,0.12157863225730468,0.09323686810656419,0.2720994374957291,0.07759660264825213,0.21506389657863176,0.22416513263411136
42.0,0.2859030624661979,0.22208981936181718,0.6516148253109789,0.18354768139534886,0.5153146381828015,0.5383834256354786,2.3858329150892374,0.12157863225730468,0.09323686810656419,0.2720994374957291,0.07759660264825213,0.21506389657863176,0.22416513263411136
43.0,0.26904296464646466,0.21755900252525254,0.7449898585858586,0.166109839983165,0.5891025833333333,0.6488149915824916,2.6345600505050504,0.10365737616233107,0.08349383437679589,0.28228269087081054,0.06397794906833398,0.2216674071749594,0.24415041923260888
44.0,0.26904296464646466,0.21755900252525254,0.7449898585858586,0.166109839983165,0.5891025833333333,0.6488149915824916,2.6345600505050504,0.10365737616233107,0.08349383437679589,0.28228269087081054,0.06397794906833398,0.2216674071749594,0.24415041923260888
45.0,0.25908955239059966,0.21676121717990274,0.7292481568071313,0.15796142609400324,0.5611741094003241,0.6182990575364667,2.540965656401945,0.10355365124061096,0.08582430838895846,0.28661923758513647,0.06226663600875763,0.21903946716739123,0.24200625183827035
46.0,0.25908955239059966,0.21676121717990274,0.7292481568071313,0.15796142609400324,0.5611741094003241,0.6182990575364667,2.540965656401945,0.10355365124061096,0.08582430838895846,0.28661923758513647,0.06226663600875763,0.21903946716739123,0.24200625183827035
47.0,0.26236417486702124,0.194499796875,0.6130394924202128,0.17279096150265957,0.49126004521276595,0.5280282875664893,2.2531662267287236,0.1183448898776084,0.08833125499047507,0.2703292798703556,0.07592615193997344,0.21655852459016756,0.23345520052887414
48.0,0.26236417486702124,0.194499796875,0.6130394924202128,0.17279096150265957,0.49126004521276595,0.5280282875664893,2.2531662267287236,0.1183448898776084,0.08833125499047507,0.2703292798703556,0.07592615193997344,0.21655852459016756,0.23345520052887414
49.0,0.27888008417985016,0.2330938072439634,0.7025339581598669,0.1608065067027477,0.5370500102830974,0.574398981265612,2.482957481265612,0.11369463947465216,0.09471157311764232,0.28195797001336564,0.0650086715570173,0.21423124604784605,0.23034129126463274
50.0,0.27888008417985016,0.2330938072439634,0.7025339581598669,0.1608065067027477,0.5370500102830974,0.574398981265612,2.482957481265612,0.11369463947465216,0.09471157311764232,0.28195797001336564,0.0650086715570173,0.21423124604784605,0.23034129126463274
51.0,0.2982859383939039,0.2375273833528722,0.754799080890973,0.15706487555685814,0.6286796424384525,0.7035964196951934,2.771499120750293,0.109204467476455,0.08592686065329405,0.27207346640283075,0.05768922176018862,0.22486813676496759,0.2514768832658159
52.0,0.2982859383939039,0.2375273833528722,0.754799080890973,0.15706487555685814,0.6286796424384525,0.7035964196951934,2.771499120750293,0.109204467476455,0.08592686065329405,0.27207346640283075,0.05768922176018862,0.22486813676496759,0.2514768832658159
53.0,0.32974679713690785,0.25976697553357625,0.8982242087454451,0.18924280910983862,0.7400646251952108,0.7789360546590317,3.155208001041124,0.10742839923980727,0.08405745112070524,0.285053070964013,0.06084908262678073,0.2309891292794048,0.24296694704481325
54.0,0.32974679713690785,0.25976697553357625,0.8982242087454451,0.18924280910983862,0.7400646251952108,0.7789360546590317,3.155208001041124,0.10742839923980727,0.08405745112070524,0.285053070964013,0.06084908262678073,0.2309891292794048,0.24296694704481325
55.0,0.2961300890787065,0.2585719579011592,0.8847016418547895,0.1672030740695546,0.7216457446613789,0.762071120195241,3.077396162294082,0.09786023931410806,0.08527336873004746,0.2888153579076048,0.05453497192002502,0.2320613791252245,0.24446387769156075
56.0,0.2961300890787065,0.2585719579011592,0.8847016418547895,0.1672030740695546,0.7216457446613789,0.762071120195241,3.077396162294082,0.09786023931410806,0.08527336873004746,0.2888153579076048,0.05453497192002502,0.2320613791252245,0.24446387769156075
57.0,0.2837804696542894,0.24090280428937258,0.8378724859154929,0.15833625851472471,0.6679063783610756,0.7757586414852752,2.853474487836108,0.10470540952980283,0.08762417933159856,0.29385011782082693,0.058460262343087245,0.2266157289586122,0.2660493755524952
58.0,0.2837804696542894,0.24090280428937258,0.8378724859154929,0.15833625851472471,0.6679063783610756,0.7757586414852752,2.853474487836108,0.10470540952980283,0.08762417933159856,0.29385011782082693,0.058460262343087245,0.2266157289586122,0.2660493755524952
59.0,0.24597953053435115,0.20575091875681573,0.7352431810250818,0.14659652813522356,0.6008281930207198,0.6434864503816794,2.5632843511450383,0.09897251106901842,0.08240302686546513,0.2869218834813114,0.057604337109704924,0.23152514765605098,0.24655102613043536
60.0,0.24597953053435115,0.20575091875681573,0.7352431810250818,0.14659652813522356,0.6008281930207198,0.6434864503816794,2.5632843511450383,0.09897251106901842,0.08240302686546513,0.2869218834813114,0.057604337109704924,0.23152514765605098,0.24655102613043536
61.0,0.35299407216494844,0.2621493467666354,0.8707449418931583,0.17252121546391752,0.7925824704779757,0.7401669362699156,3.1710145829428305,0.11416213365079189,0.08487319767173385,0.2751813514799338,0.05542257264726933,0.24458609014732924,0.22972198719592718
62.0,0.35299407216494844,0.2621493467666354,0.8707449418931583,0.17252121546391752,0.7925824704779757,0.7401669362699156,3.1710145829428305,0.11416213365079189,0.08487319767173385,0.2751813514799338,0.05542257264726933,0.24458609014732924,0.22972198719592718
63.0,0.3211573811139565,0.25089753873239434,0.7987599007682459,0.17427780243277852,0.6440506603713189,0.6245760262483995,2.8156102432778485,0.11659502585792174,0.09099933881701952,0.285107118045492,0.06219860205084368,0.22440281878442847,0.21858988905586083
64.0,0.3211573811139565,0.25089753873239434,0.7987599007682459,0.17427780243277852,0.6440506603713189,0.6245760262483995,2.8156102432778485,0.11659502585792174,0.09099933881701952,0.285107118045492,0.06219860205084368,0.22440281878442847,0.21858988905586083
65.0,0.2816600676496097,0.22917488248048568,0.6912172072853425,0.20213880875975715,0.5073906418039895,0.5466275277536861,2.460498959236774,0.11657739594604219,0.09449239940788519,0.2819238497864101,0.08259372199570728,0.20325978248965182,0.21970281396793295
66.0,0.2816600676496097,0.22917488248048568,0.6912172072853425,0.20213880875975715,0.5073906418039895,0.5466275277536861,2.460498959236774,0.11657739594604219,0.09449239940788519,0.2819238497864101,0.08259372199570728,0.20325978248965182,0.21970281396793295
67.0,0.2476705223413762,0.21390663136729224,0.6868868364611259,0.15404191134941914,0.5623110464700625,0.5983233592493297,2.4502471224307416,0.10358417372698225,0.08880962430729301,0.2800168648841592,0.06408695727008458,0.22698416337575006,0.24121640685680357
68.0,0.2476705223413762,0.21390663136729224,0.6868868364611259,0.15404191134941914,0.5623110464700625,0.5983233592493297,2.4502471224307416,0.10358417372698225,0.08880962430729301,0.2800168648841592,0.06408695727008458,0.22698416337575006,0.24121640685680357
69.0,0.28604305503355704,0.267483777852349,0.8269050174496644,0.19014660845637585,0.5926858630872484,0.5597914718120806,2.709542838926174,0.10632592441146435,0.1007056519997627,0.30454097530392055,0.06915009009370021,0.21749244205614673,0.208165547003662
70.0,0.28604305503355704,0.267483777852349,0.8269050174496644,0.19014660845637585,0.5926858630872484,0.5597914718120806,2.709542838926174,0.10632592441146435,0.1007056519997627,0.30454097530392055,0.06915009009370021,0.21749244205614673,0.208165547003662
71.0,0.32347072749349526,0.26152024891587167,0.7932531032090199,0.24341821179531656,0.652239958369471,0.6403856704249783,2.9394080659150044,0.11396982274384715,0.09121538153551913,0.2716174546642407,0.0830175775375403,0.2166107445797613,0.21305430798098082
72.0,0.32347072749349526,0.26152024891587167,0.7932531032090199,0.24341821179531656,0.652239958369471,0.6403856704249783,2.9394080659150044,0.11396982274384715,0.09121538153551913,0.2716174546642407,0.0830175775375403,0.2166107445797613,0.21305430798098082
73.0,0.32673830410183874,0.2510642857142857,0.7790005318246109,0.21503289910419615,0.6879603936822253,0.6553170414898633,2.9227060961810465,0.11438362110411464,0.08743197261280418,0.2672120055677612,0.0743840346190569,0.23155518245186066,0.22144871306539557
74.0,0.32673830410183874,0.2510642857142857,0.7790005318246109,0.21503289910419615,0.6879603936822253,0.6553170414898633,2.9227060961810465,0.11438362110411464,0.08743197261280418,0.2672120055677612,0.0743840346190569,0.23155518245186066,0.22144871306539557
75.0,0.32901734285714285,0.2948791885714286,0.8600367632653062,0.2972311848979592,0.7578844865306122,0.7211699959183674,3.251525804081633,0.1028477860127239,0.09203686572550428,0.26483210037877586,0.0914337978540271,0.2302161030514003,0.2194553880911067
76.0,0.32901734285714285,0.2948791885714286,0.8600367632653062,0.2972311848979592,0.7578844865306122,0.7211699959183674,3.251525804081633,0.1028477860127239,0.09203686572550428,0.26483210037877586,0.0914337978540271,0.2302161030514003,0.2194553880911067
77.0,0.3398699331683169,0.3034637685643564,0.9332063366336634,0.2104258011138614,0.7058962128712871,0.6485099387376237,3.1625863490099007,0.10960025520126644,0.09677604819511966,0.29507522457606744,0.06643232655791649,0.22109318772384445,0.20394447446412065
78.0,0.3398699331683169,0.3034637685643564,0.9332063366336634,0.2104258011138614,0.7058962128712871,0.6485099387376237,3.1625863490099007,0.10960025520126644,0.09677604819511966,0.29507522457606744,0.06643232655791649,0.22109318772384445,0.20394447446412065
79.0,0.3414044916129032,0.2914181106699752,0.9078148669975187,0.26016054183622833,0.7362748168734491,0.6898852585607941,3.2105662034739453,0.10963629318715491,0.09272765006773122,0.2838803821499033,0.08208655381260435,0.2242407683117625,0.21069557775128292
80.0,0.3414044916129032,0.2914181106699752,0.9078148669975187,0.26016054183622833,0.7362748168734491,0.6898852585607941,3.2105662034739453,0.10963629318715491,0.09272765006773122,0.2838803821499033,0.08208655381260435,0.2242407683117625,0.21069557775128292
81.0,0.3019988543202033,0.2817866581956798,0.8016209517153748,0.2579221956797967,0.6647603468869123,0.696932668360864,3.0192665692503176,0.10101097870111728,0.09366905934575451,0.2668213352344557,0.08546017792568746,0.21818631191619475,0.22891829719716225
82.0,0.3019988543202033,0.2817866581956798,0.8016209517153748,0.2579221956797967,0.6647603468869123,0.696932668360864,3.0192665692503176,0.10101097870111728,0.09366905934575451,0.2668213352344557,0.08546017792568746,0.21818631191619475,0.22891829719716225
83.0,0.26963878833181404,0.2576351544211486,0.7478528988149499,0.21407964615314495,0.7165176210574293,0.6945917539653601,2.852021786690975,0.0984938651869138,0.09393331522192835,0.26112981984171124,0.07640385584225065,0.24514868513475446,0.24217689732201683
84.0,0.26963878833181404,0.2576351544211486,0.7478528988149499,0.21407964615314495,0.7165176210574293,0.6945917539653601,2.852021786690975,0.0984938651869138,0.09393331522192835,0.26112981984171124,0.07640385584225065,0.24514868513475446,0.24217689732201683
85.0,0.29627106639928696,0.2882683395721925,0.8452468199643494,0.36607416399286985,0.6408807005347593,0.5896937379679145,3.0338654367201423,0.09896117833407163,0.09618417782934709,0.27983895794621544,0.12050727343588555,0.20892228585360403,0.1927112092390601
86.0,0.29627106639928696,0.2882683395721925,0.8452468199643494,0.36607416399286985,0.6408807005347593,0.5896937379679145,3.0338654367201423,0.09896117833407163,0.09618417782934709,0.27983895794621544,0.12050727343588555,0.20892228585360403,0.1927112092390601
87.0,0.34006141428571424,0.2838265849339736,0.8580181458583434,0.2514722400960384,0.7085210896158464,0.7124174108643457,3.1687948349339736,0.10827945375389456,0.09045193692501949,0.2718045104745513,0.07962939258927758,0.22183977062983806,0.2233046540217836
88.0,0.34006141428571424,0.2838265849339736,0.8580181458583434,0.2514722400960384,0.7085210896158464,0.7124174108643457,3.1687948349339736,0.10827945375389456,0.09045193692501949,0.2718045104745513,0.07962939258927758,0.22183977062983806,0.2233046540217836
89.0,0.2880662505694761,0.2450783451025057,0.7318435056947608,0.20821643166287018,0.5364251890660592,0.5567559407744875,2.571783075170843,0.11418688233334494,0.0961518132331227,0.2850342409513819,0.08055140635496488,0.20590490634926992,0.2145121524584254
